instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,is_hourly,hr
10531,2012-03-19,1,1,3,0,1,1,1,0.6,0.6061,0.64,0.1642,33.0,190,223.0,1,21.0
10532,2012-03-19,1,1,3,0,1,1,2,0.56,0.5303,0.73,0.1642,17.0,131,148.0,1,22.0
10533,2012-03-19,1,1,3,0,1,1,2,0.56,0.5303,0.78,0.1343,9.0,45,54.0,1,23.0
10534,2012-03-20,1,1,3,0,2,1,2,0.56,0.5303,0.78,0.0896,5.0,24,29.0,1,0.0
10535,2012-03-20,1,1,3,0,2,1,1,0.54,0.5152,0.88,0.0,6.0,9,15.0,1,1.0
10536,2012-03-20,1,1,3,0,2,1,1,0.54,0.5152,0.88,0.0896,2.0,8,10.0,1,2.0
10537,2012-03-20,1,1,3,0,2,1,2,0.54,0.5152,0.88,0.0,0.0,3,3.0,1,3.0
10538,2012-03-20,1,1,3,0,2,1,2,0.52,0.5,0.88,0.1343,0.0,6,6.0,1,4.0
10539,2012-03-20,1,1,3,0,2,1,2,0.52,0.5,0.94,0.0,0.0,20,20.0,1,5.0
10540,2012-03-20,1,1,3,0,2,1,2,0.52,0.5,0.94,0.1642,6.0,94,100.0,1,6.0
10541,2012-03-20,1,1,3,0,2,1,3,0.52,0.5,0.94,0.2239,3.0,167,170.0,1,7.0
10542,2012-03-20,1,1,3,0,2,1,2,0.52,0.5,0.88,0.1045,28.0,488,516.0,1,8.0
10543,2012-03-20,1,1,3,0,2,1,2,0.54,0.5152,0.88,0.1642,41.0,284,325.0,1,9.0
10544,2012-03-20,1,1,3,0,2,1,1,0.54,0.5152,0.88,0.194,44.0,119,163.0,1,10.0
10545,2012-03-20,1,1,3,0,2,1,1,0.58,0.5455,0.83,0.1343,74.0,156,230.0,1,11.0
10546,2012-03-20,1,1,3,0,2,1,1,0.6,0.5758,0.78,0.2537,56.0,205,261.0,1,12.0
10547,2012-03-20,1,1,3,0,2,1,1,0.6,0.5758,0.78,0.194,77.0,207,284.0,1,13.0
10548,2012-03-20,1,1,3,0,2,1,2,0.6,0.5909,0.73,0.1642,66.0,182,248.0,1,14.0
10549,2012-03-20,1,1,3,0,2,1,2,0.62,0.6061,0.69,0.1045,67.0,177,244.0,1,15.0
10550,2012-03-20,1,1,3,0,2,1,1,0.62,0.6061,0.66,0.2239,99.0,332,431.0,1,16.0
10551,2012-03-20,1,1,3,0,2,1,1,0.6,0.5909,0.73,0.194,108.0,499,642.5,1,17.0
10552,2012-03-20,1,1,3,0,2,1,1,0.6,0.5909,0.69,0.2537,114.0,499,642.5,1,18.0
10553,2012-03-20,1,1,3,0,2,1,1,0.58,0.5455,0.73,0.1343,75.0,480,555.0,1,19.0
10554,2012-03-20,1,1,3,0,2,1,1,0.58,0.5455,0.68,0.0896,78.0,299,377.0,1,20.0
10555,2012-03-20,1,1,3,0,2,1,1,0.56,0.5303,0.73,0.0,38.0,239,277.0,1,21.0
10556,2012-03-20,1,1,3,0,2,1,1,0.54,0.5152,0.77,0.0,32.0,156,188.0,1,22.0
10557,2012-03-20,1,1,3,0,2,1,1,0.52,0.5,0.83,0.0,10.0,80,90.0,1,23.0
10558,2012-03-21,2,1,3,0,3,1,1,0.52,0.5,0.88,0.0,4.0,29,33.0,1,0.0
10559,2012-03-21,2,1,3,0,3,1,1,0.52,0.5,0.83,0.0896,4.0,22,26.0,1,1.0
10560,2012-03-21,2,1,3,0,3,1,1,0.5,0.4848,0.88,0.1343,2.0,8,10.0,1,2.0
10561,2012-03-21,2,1,3,0,3,1,2,0.5,0.4848,0.88,0.194,1.0,7,8.0,1,3.0
10562,2012-03-21,2,1,3,0,3,1,2,0.5,0.4848,0.88,0.1343,0.0,4,4.0,1,4.0
10563,2012-03-21,2,1,3,0,3,1,2,0.5,0.4848,0.88,0.1343,4.0,35,39.0,1,5.0
10564,2012-03-21,2,1,3,0,3,1,2,0.48,0.4697,0.94,0.2239,10.0,139,149.0,1,6.0
10565,2012-03-21,2,1,3,0,3,1,3,0.48,0.4697,0.94,0.194,34.0,338,372.0,1,7.0
10566,2012-03-21,2,1,3,0,3,1,3,0.48,0.4697,0.94,0.1045,33.0,499,535.0,1,8.0
10567,2012-03-21,2,1,3,0,3,1,2,0.5,0.4848,0.88,0.1642,38.0,255,293.0,1,9.0
10568,2012-03-21,2,1,3,0,3,1,2,0.52,0.5,0.83,0.1642,30.0,124,154.0,1,10.0
10569,2012-03-21,2,1,3,0,3,1,2,0.52,0.5,0.83,0.1642,38.0,154,192.0,1,11.0
10570,2012-03-21,2,1,3,0,3,1,2,0.54,0.5152,0.77,0.0,58.0,171,229.0,1,12.0
10571,2012-03-21,2,1,3,0,3,1,2,0.54,0.5152,0.83,0.0,81.0,222,303.0,1,13.0
10572,2012-03-21,2,1,3,0,3,1,2,0.56,0.5303,0.78,0.0,74.0,151,225.0,1,14.0
10573,2012-03-21,2,1,3,0,3,1,2,0.56,0.5303,0.78,0.0,68.0,175,243.0,1,15.0
10574,2012-03-21,2,1,3,0,3,1,1,0.58,0.5455,0.73,0.0,91.0,287,378.0,1,16.0
10575,2012-03-21,2,1,3,0,3,1,1,0.6,0.5909,0.69,0.0896,113.0,499,642.5,1,17.0
10576,2012-03-21,2,1,3,0,3,1,1,0.6,0.5909,0.69,0.0,114.0,499,642.5,1,18.0
10577,2012-03-21,2,1,3,0,3,1,1,0.6,0.6061,0.64,0.0,86.0,496,582.0,1,19.0
10578,2012-03-21,2,1,3,0,3,1,1,0.56,0.5303,0.78,0.0896,76.0,298,374.0,1,20.0
10579,2012-03-21,2,1,3,0,3,1,1,0.54,0.5152,0.83,0.1045,47.0,204,251.0,1,21.0
10580,2012-03-21,2,1,3,0,3,1,1,0.52,0.5,0.83,0.1642,41.0,156,197.0,1,22.0
10581,2012-03-21,2,1,3,0,3,1,1,0.54,0.5152,0.77,0.0,37.0,88,125.0,1,23.0
10582,2012-03-22,2,1,3,0,4,1,1,0.52,0.5,0.83,0.0896,9.0,32,41.0,1,0.0
10583,2012-03-22,2,1,3,0,4,1,1,0.52,0.5,0.83,0.0896,14.0,16,30.0,1,1.0
10584,2012-03-22,2,1,3,0,4,1,1,0.52,0.5,0.83,0.0896,1.0,5,6.0,1,2.0
10585,2012-03-22,2,1,3,0,4,1,1,0.52,0.5,0.83,0.0896,0.0,7,7.0,1,3.0
10586,2012-03-22,2,1,3,0,4,1,2,0.48,0.4697,1.0,0.0896,0.0,6,6.0,1,4.0
10587,2012-03-22,2,1,3,0,4,1,2,0.48,0.4697,1.0,0.0896,2.0,32,34.0,1,5.0
10588,2012-03-22,2,1,3,0,4,1,2,0.48,0.4697,1.0,0.0896,10.0,126,136.0,1,6.0
10589,2012-03-22,2,1,3,0,4,1,2,0.48,0.4697,1.0,0.0896,29.0,332,361.0,1,7.0
10590,2012-03-22,2,1,3,0,4,1,2,0.5,0.4848,0.94,0.0896,51.0,499,642.5,1,8.0
10591,2012-03-22,2,1,3,0,4,1,2,0.5,0.4848,0.94,0.0896,41.0,277,318.0,1,9.0
10592,2012-03-22,2,1,3,0,4,1,2,0.5,0.4848,1.0,0.0896,32.0,110,142.0,1,10.0
10593,2012-03-22,2,1,3,0,4,1,2,0.52,0.5,0.94,0.0,53.0,166,219.0,1,11.0
10594,2012-03-22,2,1,3,0,4,1,2,0.54,0.5152,0.88,0.194,48.0,224,272.0,1,12.0
10595,2012-03-22,2,1,3,0,4,1,1,0.58,0.5455,0.78,0.0896,83.0,215,298.0,1,13.0
10596,2012-03-22,2,1,3,0,4,1,1,0.6,0.5909,0.73,0.1045,96.0,161,257.0,1,14.0
10597,2012-03-22,2,1,3,0,4,1,1,0.62,0.6061,0.69,0.194,102.0,202,304.0,1,15.0
10598,2012-03-22,2,1,3,0,4,1,1,0.64,0.6061,0.65,0.194,114.0,300,425.0,1,16.0
10599,2012-03-22,2,1,3,0,4,1,1,0.66,0.6212,0.65,0.1642,114.0,499,642.5,1,17.0
10600,2012-03-22,2,1,3,0,4,1,1,0.66,0.6212,0.65,0.1642,114.0,499,642.5,1,18.0
10601,2012-03-22,2,1,3,0,4,1,1,0.66,0.6212,0.61,0.0,114.0,469,586.0,1,19.0
10602,2012-03-22,2,1,3,0,4,1,1,0.62,0.5909,0.73,0.2836,64.0,360,424.0,1,20.0
10603,2012-03-22,2,1,3,0,4,1,1,0.58,0.5455,0.78,0.1642,66.0,308,374.0,1,21.0
10604,2012-03-22,2,1,3,0,4,1,1,0.56,0.5303,0.83,0.194,56.0,164,220.0,1,22.0
10605,2012-03-22,2,1,3,0,4,1,1,0.56,0.5303,0.83,0.0896,34.0,117,151.0,1,23.0
10606,2012-03-23,2,1,3,0,5,1,1,0.56,0.5303,0.83,0.0,30.0,65,95.0,1,0.0
10607,2012-03-23,2,1,3,0,5,1,1,0.54,0.5152,0.88,0.0,18.0,32,50.0,1,1.0
10608,2012-03-23,2,1,3,0,5,1,1,0.54,0.5152,0.88,0.0896,12.0,20,32.0,1,2.0
10609,2012-03-23,2,1,3,0,5,1,1,0.52,0.5,0.88,0.1045,4.0,6,10.0,1,3.0
10610,2012-03-23,2,1,3,0,5,1,2,0.5,0.4848,0.94,0.1045,0.0,3,3.0,1,4.0
10611,2012-03-23,2,1,3,0,5,1,2,0.5,0.4848,0.94,0.0,5.0,29,34.0,1,5.0
10612,2012-03-23,2,1,3,0,5,1,2,0.5,0.4848,0.88,0.0,6.0,110,116.0,1,6.0
10613,2012-03-23,2,1,3,0,5,1,2,0.5,0.4848,0.93,0.1343,28.0,318,346.0,1,7.0
10614,2012-03-23,2,1,3,0,5,1,2,0.5,0.4848,0.94,0.1343,47.0,499,642.5,1,8.0
10615,2012-03-23,2,1,3,0,5,1,2,0.52,0.5,0.9,0.0896,75.0,305,380.0,1,9.0
10616,2012-03-23,2,1,3,0,5,1,2,0.56,0.5303,0.88,0.1045,114.0,150,275.0,1,10.0
10617,2012-03-23,2,1,3,0,5,1,2,0.62,0.5909,0.73,0.1045,114.0,187,318.0,1,11.0
10618,2012-03-23,2,1,3,0,5,1,2,0.66,0.6212,0.61,0.2239,114.0,272,471.0,1,12.0
10619,2012-03-23,2,1,3,0,5,1,2,0.7,0.6515,0.48,0.0,114.0,256,428.0,1,13.0
10620,2012-03-23,2,1,3,0,5,1,2,0.72,0.6515,0.42,0.1045,114.0,224,432.0,1,14.0
10621,2012-03-23,2,1,3,0,5,1,2,0.72,0.6515,0.42,0.1343,114.0,281,472.0,1,15.0
10622,2012-03-23,2,1,3,0,5,1,2,0.72,0.6515,0.42,0.1642,114.0,370,589.0,1,16.0
10623,2012-03-23,2,1,3,0,5,1,2,0.72,0.6515,0.42,0.1642,114.0,499,642.5,1,17.0
10624,2012-03-23,2,1,3,0,5,1,1,0.7,0.6364,0.45,0.1642,114.0,499,642.5,1,18.0
10625,2012-03-23,2,1,3,0,5,1,1,0.66,0.6212,0.5,0.194,114.0,473,642.5,1,19.0
10626,2012-03-23,2,1,3,0,5,1,1,0.66,0.6212,0.47,0.1343,114.0,328,445.0,1,20.0
10627,2012-03-23,2,1,3,0,5,1,1,0.62,0.6212,0.53,0.1045,64.0,220,284.0,1,21.0
10628,2012-03-23,2,1,3,0,5,1,1,0.6,0.6061,0.64,0.2836,53.0,218,271.0,1,22.0
10629,2012-03-23,2,1,3,0,5,1,1,0.6,0.5909,0.69,0.2537,51.0,125,176.0,1,23.0
10630,2012-03-24,2,1,3,0,6,0,1,0.58,0.5455,0.68,0.0,45.0,111,156.0,1,0.0
10631,2012-03-24,2,1,3,0,6,0,1,0.56,0.5303,0.73,0.0896,20.0,108,128.0,1,1.0
10632,2012-03-24,2,1,3,0,6,0,1,0.54,0.5152,0.77,0.1045,14.0,55,69.0,1,2.0
10633,2012-03-24,2,1,3,0,6,0,1,0.54,0.5152,0.77,0.1045,10.0,22,32.0,1,3.0
10634,2012-03-24,2,1,3,0,6,0,1,0.52,0.5,0.83,0.0896,1.0,6,7.0,1,4.0
10635,2012-03-24,2,1,3,0,6,0,2,0.52,0.5,0.83,0.1642,0.0,4,4.0,1,5.0
10636,2012-03-24,2,1,3,0,6,0,2,0.52,0.5,0.83,0.1642,4.0,24,28.0,1,6.0
10637,2012-03-24,2,1,3,0,6,0,2,0.5,0.4848,0.88,0.1343,25.0,45,70.0,1,7.0
10638,2012-03-24,2,1,3,0,6,0,2,0.5,0.4848,0.94,0.194,41.0,113,154.0,1,8.0
10639,2012-03-24,2,1,3,0,6,0,2,0.52,0.5,0.83,0.1343,96.0,153,249.0,1,9.0
10640,2012-03-24,2,1,3,0,6,0,2,0.52,0.5,0.88,0.194,114.0,197,345.0,1,10.0
10641,2012-03-24,2,1,3,0,6,0,2,0.5,0.4848,0.94,0.194,98.0,175,273.0,1,11.0
10642,2012-03-24,2,1,3,0,6,0,3,0.52,0.5,0.94,0.2239,61.0,122,183.0,1,12.0
10643,2012-03-24,2,1,3,0,6,0,3,0.52,0.5,0.94,0.2537,62.0,134,196.0,1,13.0
10644,2012-03-24,2,1,3,0,6,0,3,0.52,0.5,0.88,0.3582,63.0,160,223.0,1,14.0
10645,2012-03-24,2,1,3,0,6,0,3,0.5,0.4848,0.94,0.4179,114.0,172,290.0,1,15.0
10646,2012-03-24,2,1,3,0,6,0,3,0.5,0.4848,0.94,0.2985,49.0,128,177.0,1,16.0
10647,2012-03-24,2,1,3,0,6,0,3,0.5,0.4848,0.88,0.2239,47.0,68,115.0,1,17.0
10648,2012-03-24,2,1,3,0,6,0,3,0.46,0.4545,0.94,0.2239,27.0,110,137.0,1,18.0
10649,2012-03-24,2,1,3,0,6,0,3,0.46,0.4545,0.94,0.1343,28.0,105,133.0,1,19.0
10650,2012-03-24,2,1,3,0,6,0,3,0.44,0.4394,1.0,0.194,31.0,80,111.0,1,20.0
10651,2012-03-24,2,1,3,0,6,0,3,0.44,0.4394,1.0,0.194,16.0,88,104.0,1,21.0
10652,2012-03-24,2,1,3,0,6,0,3,0.44,0.4394,1.0,0.2537,12.0,71,83.0,1,22.0
10653,2012-03-24,2,1,3,0,6,0,2,0.44,0.4394,0.94,0.2836,17.0,88,105.0,1,23.0
10654,2012-03-25,2,1,3,0,0,0,2,0.44,0.4394,0.94,0.2836,18.0,62,80.0,1,0.0
10655,2012-03-25,2,1,3,0,0,0,2,0.42,0.4242,1.0,0.2537,24.0,65,89.0,1,1.0
10656,2012-03-25,2,1,3,0,0,0,3,0.42,0.4242,1.0,0.2985,6.0,29,35.0,1,2.0
10657,2012-03-25,2,1,3,0,0,0,3,0.42,0.4242,0.94,0.2985,8.0,10,18.0,1,3.0
10658,2012-03-25,2,1,3,0,0,0,2,0.42,0.4242,0.94,0.3284,1.0,7,8.0,1,4.0
10659,2012-03-25,2,1,3,0,0,0,2,0.4,0.4091,1.0,0.2537,0.0,6,6.0,1,5.0
10660,2012-03-25,2,1,3,0,0,0,2,0.4,0.4091,1.0,0.2537,5.0,13,18.0,1,6.0
10661,2012-03-25,2,1,3,0,0,0,2,0.4,0.4091,0.94,0.3284,14.0,25,39.0,1,7.0
10662,2012-03-25,2,1,3,0,0,0,2,0.4,0.4091,0.94,0.3284,21.0,68,89.0,1,8.0
10663,2012-03-25,2,1,3,0,0,0,2,0.4,0.4091,0.94,0.2537,26.0,92,118.0,1,9.0
10664,2012-03-25,2,1,3,0,0,0,2,0.4,0.4091,0.87,0.3284,78.0,172,250.0,1,10.0
10665,2012-03-25,2,1,3,0,0,0,2,0.4,0.4091,0.94,0.2537,106.0,217,323.0,1,11.0
10666,2012-03-25,2,1,3,0,0,0,2,0.4,0.4091,0.94,0.2239,114.0,238,360.0,1,12.0
10667,2012-03-25,2,1,3,0,0,0,2,0.42,0.4242,0.88,0.1642,110.0,257,367.0,1,13.0
10668,2012-03-25,2,1,3,0,0,0,2,0.44,0.4394,0.88,0.1642,114.0,291,414.0,1,14.0
10669,2012-03-25,2,1,3,0,0,0,2,0.44,0.4394,0.88,0.194,114.0,282,421.0,1,15.0
10670,2012-03-25,2,1,3,0,0,0,1,0.48,0.4697,0.77,0.0,114.0,339,492.0,1,16.0
10671,2012-03-25,2,1,3,0,0,0,1,0.5,0.4848,0.72,0.0896,114.0,273,419.0,1,17.0
10672,2012-03-25,2,1,3,0,0,0,1,0.5,0.4848,0.72,0.0896,114.0,289,491.0,1,18.0
10673,2012-03-25,2,1,3,0,0,0,1,0.5,0.4848,0.72,0.2537,114.0,261,375.0,1,19.0
10674,2012-03-25,2,1,3,0,0,0,1,0.48,0.4697,0.77,0.2239,63.0,196,259.0,1,20.0
10675,2012-03-25,2,1,3,0,0,0,1,0.48,0.4697,0.77,0.1642,25.0,124,149.0,1,21.0
10676,2012-03-25,2,1,3,0,0,0,1,0.46,0.4545,0.82,0.1343,19.0,92,111.0,1,22.0
10677,2012-03-25,2,1,3,0,0,0,1,0.48,0.4697,0.82,0.1343,9.0,56,65.0,1,23.0
10678,2012-03-26,2,1,3,0,1,1,2,0.48,0.4697,0.82,0.1642,10.0,23,33.0,1,0.0
10679,2012-03-26,2,1,3,0,1,1,1,0.48,0.4697,0.82,0.2537,18.0,10,28.0,1,1.0
10680,2012-03-26,2,1,3,0,1,1,1,0.46,0.4545,0.88,0.2239,14.0,6,20.0,1,2.0
10681,2012-03-26,2,1,3,0,1,1,1,0.46,0.4545,0.82,0.194,0.0,1,1.0,1,3.0
10682,2012-03-26,2,1,3,0,1,1,1,0.44,0.4394,0.82,0.1642,0.0,4,4.0,1,4.0
10683,2012-03-26,2,1,3,0,1,1,1,0.44,0.4394,0.77,0.1642,0.0,36,36.0,1,5.0
10684,2012-03-26,2,1,3,0,1,1,1,0.42,0.4242,0.82,0.194,7.0,110,117.0,1,6.0
10685,2012-03-26,2,1,3,0,1,1,1,0.44,0.4394,0.72,0.194,15.0,355,370.0,1,7.0
10686,2012-03-26,2,1,3,0,1,1,1,0.44,0.4394,0.62,0.2239,32.0,499,642.5,1,8.0
10687,2012-03-26,2,1,3,0,1,1,1,0.46,0.4545,0.47,0.2836,37.0,245,282.0,1,9.0
10688,2012-03-26,2,1,3,0,1,1,1,0.5,0.4848,0.36,0.4775,55.0,98,153.0,1,10.0
10689,2012-03-26,2,1,3,0,1,1,1,0.48,0.4697,0.31,0.4775,47.0,131,178.0,1,11.0
10690,2012-03-26,2,1,3,0,1,1,1,0.48,0.4697,0.33,0.4775,63.0,216,279.0,1,12.0
10691,2012-03-26,2,1,3,0,1,1,1,0.48,0.4697,0.29,0.4775,79.0,222,301.0,1,13.0
10692,2012-03-26,2,1,3,0,1,1,1,0.48,0.4697,0.33,0.4478,58.0,159,217.0,1,14.0
10693,2012-03-26,2,1,3,0,1,1,1,0.48,0.4697,0.29,0.4775,66.0,157,223.0,1,15.0
10694,2012-03-26,2,1,3,0,1,1,1,0.48,0.4697,0.25,0.4775,60.0,245,305.0,1,16.0
10695,2012-03-26,2,1,3,0,1,1,1,0.46,0.4545,0.24,0.4478,65.0,499,642.5,1,17.0
10696,2012-03-26,2,1,3,0,1,1,1,0.44,0.4394,0.26,0.4478,90.0,499,642.5,1,18.0
10697,2012-03-26,2,1,3,0,1,1,1,0.42,0.4242,0.24,0.3582,41.0,417,458.0,1,19.0
10698,2012-03-26,2,1,3,0,1,1,1,0.4,0.4091,0.26,0.4775,12.0,209,221.0,1,20.0
10699,2012-03-26,2,1,3,0,1,1,1,0.38,0.3939,0.25,0.4775,11.0,175,186.0,1,21.0
10700,2012-03-26,2,1,3,0,1,1,1,0.36,0.3333,0.25,0.3582,13.0,80,93.0,1,22.0
10701,2012-03-26,2,1,3,0,1,1,1,0.34,0.2879,0.25,0.4775,2.0,46,48.0,1,23.0
10702,2012-03-27,2,1,3,0,2,1,1,0.32,0.2879,0.26,0.4775,1.0,9,10.0,1,0.0
10703,2012-03-27,2,1,3,0,2,1,1,0.3,0.2727,0.26,0.4627,1.0,4,5.0,1,1.0
10704,2012-03-27,2,1,3,0,2,1,1,0.26,0.2273,0.3,0.2985,1.0,6,7.0,1,2.0
10705,2012-03-27,2,1,3,0,2,1,1,0.26,0.2273,0.3,0.3284,0.0,4,4.0,1,3.0
10706,2012-03-27,2,1,3,0,2,1,1,0.24,0.2121,0.32,0.3582,0.0,3,3.0,1,4.0
10707,2012-03-27,2,1,3,0,2,1,1,0.22,0.2121,0.37,0.2836,1.0,16,17.0,1,5.0
10708,2012-03-27,2,1,3,0,2,1,1,0.22,0.2273,0.37,0.194,5.0,96,101.0,1,6.0
10709,2012-03-27,2,1,3,0,2,1,1,0.22,0.2273,0.37,0.194,9.0,277,286.0,1,7.0
10710,2012-03-27,2,1,3,0,2,1,1,0.22,0.2121,0.37,0.2985,14.0,499,581.0,1,8.0
10711,2012-03-27,2,1,3,0,2,1,1,0.24,0.2273,0.38,0.194,8.0,259,267.0,1,9.0
10712,2012-03-27,2,1,3,0,2,1,1,0.26,0.2576,0.35,0.2239,20.0,118,138.0,1,10.0
10713,2012-03-27,2,1,3,0,2,1,1,0.3,0.303,0.31,0.1642,34.0,141,175.0,1,11.0
10714,2012-03-27,2,1,3,0,2,1,1,0.32,0.3182,0.31,0.1642,34.0,186,220.0,1,12.0
10715,2012-03-27,2,1,3,0,2,1,1,0.36,0.3485,0.27,0.0,46.0,165,211.0,1,13.0
10716,2012-03-27,2,1,3,0,2,1,1,0.4,0.4091,0.24,0.1343,37.0,147,184.0,1,14.0
10717,2012-03-27,2,1,3,0,2,1,1,0.42,0.4242,0.2,0.0,42.0,158,200.0,1,15.0
10718,2012-03-27,2,1,3,0,2,1,1,0.42,0.4242,0.2,0.0,38.0,267,305.0,1,16.0
10719,2012-03-27,2,1,3,0,2,1,1,0.44,0.4394,0.16,0.0,72.0,499,614.0,1,17.0
10720,2012-03-27,2,1,3,0,2,1,1,0.42,0.4242,0.17,0.0896,67.0,499,642.5,1,18.0
10721,2012-03-27,2,1,3,0,2,1,1,0.42,0.4242,0.17,0.0,40.0,377,417.0,1,19.0
10722,2012-03-27,2,1,3,0,2,1,1,0.42,0.4242,0.17,0.0896,28.0,266,294.0,1,20.0
10723,2012-03-27,2,1,3,0,2,1,1,0.36,0.3485,0.37,0.1642,21.0,200,221.0,1,21.0
10724,2012-03-27,2,1,3,0,2,1,1,0.36,0.3485,0.37,0.1343,7.0,127,134.0,1,22.0
10725,2012-03-27,2,1,3,0,2,1,1,0.36,0.3485,0.37,0.194,5.0,59,64.0,1,23.0
10726,2012-03-28,2,1,3,0,3,1,1,0.36,0.3333,0.4,0.2836,1.0,29,30.0,1,0.0
10727,2012-03-28,2,1,3,0,3,1,1,0.36,0.3333,0.46,0.2985,0.0,8,8.0,1,1.0
10728,2012-03-28,2,1,3,0,3,1,1,0.34,0.303,0.49,0.2985,0.0,3,3.0,1,2.0
10729,2012-03-28,2,1,3,0,3,1,1,0.34,0.303,0.42,0.3284,1.0,4,5.0,1,3.0
10730,2012-03-28,2,1,3,0,3,1,1,0.36,0.3333,0.43,0.2985,1.0,0,1.0,1,4.0
10731,2012-03-28,2,1,3,0,3,1,1,0.36,0.3333,0.43,0.2985,2.0,38,40.0,1,5.0
10732,2012-03-28,2,1,3,0,3,1,1,0.36,0.3333,0.46,0.3582,4.0,111,115.0,1,6.0
10733,2012-03-28,2,1,3,0,3,1,1,0.36,0.3333,0.46,0.3284,10.0,348,358.0,1,7.0
10734,2012-03-28,2,1,3,0,3,1,1,0.38,0.3939,0.46,0.3582,19.0,499,642.5,1,8.0
10735,2012-03-28,2,1,3,0,3,1,1,0.4,0.4091,0.43,0.4478,16.0,298,314.0,1,9.0
10736,2012-03-28,2,1,3,0,3,1,1,0.46,0.4545,0.41,0.4179,33.0,140,173.0,1,10.0
10737,2012-03-28,2,1,3,0,3,1,1,0.5,0.4848,0.42,0.3881,54.0,168,222.0,1,11.0
10738,2012-03-28,2,1,3,0,3,1,2,0.54,0.5152,0.39,0.3582,50.0,218,268.0,1,12.0
10739,2012-03-28,2,1,3,0,3,1,1,0.56,0.5303,0.43,0.3284,60.0,213,273.0,1,13.0
10740,2012-03-28,2,1,3,0,3,1,1,0.62,0.6212,0.38,0.3582,52.0,169,221.0,1,14.0
10741,2012-03-28,2,1,3,0,3,1,2,0.62,0.6212,0.41,0.2985,47.0,152,199.0,1,15.0
10742,2012-03-28,2,1,3,0,3,1,3,0.62,0.6212,0.43,0.0896,51.0,170,221.0,1,16.0
10743,2012-03-28,2,1,3,0,3,1,1,0.6,0.6061,0.6,0.2239,72.0,499,604.0,1,17.0
10744,2012-03-28,2,1,3,0,3,1,1,0.6,0.6061,0.6,0.2239,61.0,499,641.0,1,18.0
10745,2012-03-28,2,1,3,0,3,1,1,0.6,0.6212,0.56,0.194,41.0,415,456.0,1,19.0
10746,2012-03-28,2,1,3,0,3,1,1,0.6,0.6212,0.56,0.2985,38.0,324,362.0,1,20.0
10747,2012-03-28,2,1,3,0,3,1,1,0.58,0.5455,0.6,0.2537,28.0,233,261.0,1,21.0
10748,2012-03-28,2,1,3,0,3,1,1,0.56,0.5303,0.64,0.1343,21.0,151,172.0,1,22.0
10749,2012-03-28,2,1,3,0,3,1,1,0.54,0.5152,0.68,0.1343,12.0,81,93.0,1,23.0
10750,2012-03-29,2,1,3,0,4,1,1,0.54,0.5152,0.68,0.194,10.0,38,48.0,1,0.0
10751,2012-03-29,2,1,3,0,4,1,1,0.56,0.5303,0.6,0.1343,15.0,18,33.0,1,1.0
10752,2012-03-29,2,1,3,0,4,1,1,0.6,0.6061,0.28,0.2985,0.0,6,6.0,1,2.0
10753,2012-03-29,2,1,3,0,4,1,1,0.58,0.5455,0.28,0.2537,1.0,4,5.0,1,3.0
10754,2012-03-29,2,1,3,0,4,1,1,0.52,0.5,0.36,0.2537,1.0,8,9.0,1,4.0
10755,2012-03-29,2,1,3,0,4,1,1,0.5,0.4848,0.45,0.2239,2.0,30,32.0,1,5.0
10756,2012-03-29,2,1,3,0,4,1,1,0.46,0.4545,0.59,0.2537,3.0,114,117.0,1,6.0
10757,2012-03-29,2,1,3,0,4,1,1,0.46,0.4545,0.51,0.3582,14.0,353,367.0,1,7.0
10758,2012-03-29,2,1,3,0,4,1,1,0.46,0.4545,0.47,0.4179,26.0,499,642.5,1,8.0
10759,2012-03-29,2,1,3,0,4,1,1,0.48,0.4697,0.48,0.4179,22.0,299,321.0,1,9.0
10760,2012-03-29,2,1,3,0,4,1,1,0.46,0.4545,0.47,0.4478,42.0,124,166.0,1,10.0
10761,2012-03-29,2,1,3,0,4,1,1,0.5,0.4848,0.45,0.4179,54.0,166,220.0,1,11.0
10762,2012-03-29,2,1,3,0,4,1,1,0.5,0.4848,0.42,0.4775,64.0,228,292.0,1,12.0
10763,2012-03-29,2,1,3,0,4,1,1,0.46,0.4545,0.44,0.3284,50.0,223,273.0,1,13.0
10764,2012-03-29,2,1,3,0,4,1,1,0.5,0.4848,0.42,0.3582,63.0,175,238.0,1,14.0
10765,2012-03-29,2,1,3,0,4,1,1,0.52,0.5,0.39,0.3582,109.0,198,307.0,1,15.0
10766,2012-03-29,2,1,3,0,4,1,1,0.52,0.5,0.36,0.3284,67.0,321,388.0,1,16.0
10767,2012-03-29,2,1,3,0,4,1,1,0.52,0.5,0.38,0.3881,83.0,499,642.5,1,17.0
10768,2012-03-29,2,1,3,0,4,1,1,0.5,0.4848,0.39,0.2985,83.0,499,642.5,1,18.0
10769,2012-03-29,2,1,3,0,4,1,1,0.48,0.4697,0.39,0.2836,47.0,421,468.0,1,19.0
10770,2012-03-29,2,1,3,0,4,1,1,0.46,0.4545,0.38,0.2985,34.0,301,335.0,1,20.0
10771,2012-03-29,2,1,3,0,4,1,1,0.44,0.4394,0.44,0.2836,10.0,214,224.0,1,21.0
