instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month_name,day_name,season_name,weather_condition,is_workingday,is_holiday,time_category,wekday_name
7455,2011-11-12,4,0,11,5,0,6,0,1,0.22,0.2576,0.75,0.0896,1,3,4.0,2011,November,Saturday,Fall,Clear,No,No,Night Time,Saturday
7456,2011-11-12,4,0,11,6,0,6,0,1,0.22,0.2273,0.75,0.1642,0,7,7.0,2011,November,Saturday,Fall,Clear,No,No,Morning Peak,Saturday
7457,2011-11-12,4,0,11,7,0,6,0,1,0.22,0.2273,0.75,0.194,3,24,27.0,2011,November,Saturday,Fall,Clear,No,No,Morning Peak,Saturday
7458,2011-11-12,4,0,11,8,0,6,0,1,0.26,0.2576,0.7,0.194,14,87,101.0,2011,November,Saturday,Fall,Clear,No,No,Morning Peak,Saturday
7459,2011-11-12,4,0,11,9,0,6,0,1,0.3,0.303,0.61,0.1642,18,142,160.0,2011,November,Saturday,Fall,Clear,No,No,Morning Peak,Saturday
7460,2011-11-12,4,0,11,10,0,6,0,1,0.34,0.3182,0.61,0.2836,62,170,232.0,2011,November,Saturday,Fall,Clear,No,No,Day Time,Saturday
7461,2011-11-12,4,0,11,11,0,6,0,1,0.38,0.3939,0.54,0.2836,102,213,315.0,2011,November,Saturday,Fall,Clear,No,No,Day Time,Saturday
7462,2011-11-12,4,0,11,12,0,6,0,1,0.44,0.4394,0.44,0.2836,114,224,366.0,2011,November,Saturday,Fall,Clear,No,No,Day Time,Saturday
7463,2011-11-12,4,0,11,13,0,6,0,1,0.48,0.4697,0.36,0.2836,114,225,353.0,2011,November,Saturday,Fall,Clear,No,No,Day Time,Saturday
7464,2011-11-12,4,0,11,14,0,6,0,1,0.5,0.4848,0.36,0.2985,114,244,435.0,2011,November,Saturday,Fall,Clear,No,No,Day Time,Saturday
7465,2011-11-12,4,0,11,15,0,6,0,1,0.52,0.5,0.29,0.2836,114,221,386.0,2011,November,Saturday,Fall,Clear,No,No,Day Time,Saturday
7466,2011-11-12,4,0,11,16,0,6,0,1,0.52,0.5,0.32,0.2537,114,224,361.0,2011,November,Saturday,Fall,Clear,No,No,Evening Peak,Saturday
7467,2011-11-12,4,0,11,17,0,6,0,1,0.5,0.4848,0.34,0.2537,92,193,285.0,2011,November,Saturday,Fall,Clear,No,No,Evening Peak,Saturday
7468,2011-11-12,4,0,11,18,0,6,0,1,0.42,0.4242,0.58,0.194,53,150,203.0,2011,November,Saturday,Fall,Clear,No,No,Evening Peak,Saturday
7469,2011-11-12,4,0,11,19,0,6,0,1,0.42,0.4242,0.5,0.2537,32,139,171.0,2011,November,Saturday,Fall,Clear,No,No,Evening Peak,Saturday
7470,2011-11-12,4,0,11,20,0,6,0,1,0.42,0.4242,0.5,0.2836,31,101,132.0,2011,November,Saturday,Fall,Clear,No,No,Night Time,Saturday
7471,2011-11-12,4,0,11,21,0,6,0,1,0.42,0.4242,0.47,0.2836,19,103,122.0,2011,November,Saturday,Fall,Clear,No,No,Night Time,Saturday
7472,2011-11-12,4,0,11,22,0,6,0,1,0.42,0.4242,0.47,0.2537,30,88,118.0,2011,November,Saturday,Fall,Clear,No,No,Night Time,Saturday
7473,2011-11-12,4,0,11,23,0,6,0,1,0.4,0.4091,0.58,0.1642,23,78,101.0,2011,November,Saturday,Fall,Clear,No,No,Night Time,Saturday
7474,2011-11-13,4,0,11,0,0,0,0,2,0.4,0.4091,0.58,0.194,12,61,73.0,2011,November,Sunday,Fall,Cloudy/Mist,No,No,Night Time,Sunday
7475,2011-11-13,4,0,11,1,0,0,0,2,0.36,0.3485,0.66,0.194,13,58,71.0,2011,November,Sunday,Fall,Cloudy/Mist,No,No,Night Time,Sunday
7476,2011-11-13,4,0,11,2,0,0,0,1,0.36,0.3636,0.57,0.1045,9,48,57.0,2011,November,Sunday,Fall,Clear,No,No,Night Time,Sunday
7477,2011-11-13,4,0,11,3,0,0,0,2,0.36,0.3485,0.62,0.1343,8,20,28.0,2011,November,Sunday,Fall,Cloudy/Mist,No,No,Night Time,Sunday
7478,2011-11-13,4,0,11,4,0,0,0,2,0.36,0.3485,0.62,0.1343,1,5,6.0,2011,November,Sunday,Fall,Cloudy/Mist,No,No,Night Time,Sunday
7479,2011-11-13,4,0,11,5,0,0,0,1,0.34,0.3333,0.61,0.1642,2,3,5.0,2011,November,Sunday,Fall,Clear,No,No,Night Time,Sunday
7480,2011-11-13,4,0,11,6,0,0,0,1,0.34,0.3333,0.66,0.1343,5,18,23.0,2011,November,Sunday,Fall,Clear,No,No,Morning Peak,Sunday
7481,2011-11-13,4,0,11,7,0,0,0,1,0.34,0.3182,0.66,0.2239,13,30,43.0,2011,November,Sunday,Fall,Clear,No,No,Morning Peak,Sunday
7482,2011-11-13,4,0,11,8,0,0,0,1,0.34,0.3485,0.66,0.0896,24,55,79.0,2011,November,Sunday,Fall,Clear,No,No,Morning Peak,Sunday
7483,2011-11-13,4,0,11,9,0,0,0,1,0.4,0.4091,0.54,0.2836,38,97,135.0,2011,November,Sunday,Fall,Clear,No,No,Morning Peak,Sunday
7484,2011-11-13,4,0,11,10,0,0,0,1,0.44,0.4394,0.44,0.3284,63,178,241.0,2011,November,Sunday,Fall,Clear,No,No,Day Time,Sunday
7485,2011-11-13,4,0,11,11,0,0,0,1,0.46,0.4545,0.4,0.4179,108,187,295.0,2011,November,Sunday,Fall,Clear,No,No,Day Time,Sunday
7486,2011-11-13,4,0,11,12,0,0,0,2,0.52,0.5,0.29,0.4179,112,242,354.0,2011,November,Sunday,Fall,Cloudy/Mist,No,No,Day Time,Sunday
7487,2011-11-13,4,0,11,13,0,0,0,2,0.52,0.5,0.29,0.4179,105,234,339.0,2011,November,Sunday,Fall,Cloudy/Mist,No,No,Day Time,Sunday
7488,2011-11-13,4,0,11,14,0,0,0,2,0.54,0.5152,0.28,0.4775,108,263,371.0,2011,November,Sunday,Fall,Cloudy/Mist,No,No,Day Time,Sunday
7489,2011-11-13,4,0,11,15,0,0,0,2,0.5,0.4848,0.42,0.3284,89,221,310.0,2011,November,Sunday,Fall,Cloudy/Mist,No,No,Day Time,Sunday
7490,2011-11-13,4,0,11,16,0,0,0,2,0.54,0.5152,0.28,0.3881,93,226,319.0,2011,November,Sunday,Fall,Cloudy/Mist,No,No,Evening Peak,Sunday
7491,2011-11-13,4,0,11,17,0,0,0,1,0.52,0.5,0.27,0.3284,44,187,231.0,2011,November,Sunday,Fall,Clear,No,No,Evening Peak,Sunday
7492,2011-11-13,4,0,11,18,0,0,0,1,0.52,0.5,0.27,0.3284,35,155,190.0,2011,November,Sunday,Fall,Clear,No,No,Evening Peak,Sunday
7493,2011-11-13,4,0,11,19,0,0,0,1,0.5,0.4848,0.29,0.3582,36,121,157.0,2011,November,Sunday,Fall,Clear,No,No,Evening Peak,Sunday
7494,2011-11-13,4,0,11,20,0,0,0,1,0.5,0.4848,0.31,0.3582,24,115,139.0,2011,November,Sunday,Fall,Clear,No,No,Night Time,Sunday
7495,2011-11-13,4,0,11,21,0,0,0,1,0.48,0.4697,0.36,0.2537,19,76,95.0,2011,November,Sunday,Fall,Clear,No,No,Night Time,Sunday
7496,2011-11-13,4,0,11,22,0,0,0,1,0.48,0.4697,0.41,0.3881,25,64,89.0,2011,November,Sunday,Fall,Clear,No,No,Night Time,Sunday
7497,2011-11-13,4,0,11,23,0,0,0,1,0.46,0.4545,0.51,0.2985,18,49,67.0,2011,November,Sunday,Fall,Clear,No,No,Night Time,Sunday
7498,2011-11-14,4,0,11,0,0,1,1,1,0.46,0.4545,0.59,0.2836,8,22,30.0,2011,November,Monday,Fall,Clear,Yes,No,Night Time,Monday
7499,2011-11-14,4,0,11,1,0,1,1,1,0.46,0.4545,0.63,0.2985,5,6,11.0,2011,November,Monday,Fall,Clear,Yes,No,Night Time,Monday
7500,2011-11-14,4,0,11,2,0,1,1,1,0.46,0.4545,0.63,0.3582,7,10,17.0,2011,November,Monday,Fall,Clear,Yes,No,Night Time,Monday
7501,2011-11-14,4,0,11,3,0,1,1,1,0.44,0.4394,0.67,0.2836,4,3,7.0,2011,November,Monday,Fall,Clear,Yes,No,Night Time,Monday
7502,2011-11-14,4,0,11,4,0,1,1,1,0.44,0.4394,0.67,0.2239,0,5,5.0,2011,November,Monday,Fall,Clear,Yes,No,Night Time,Monday
7503,2011-11-14,4,0,11,5,0,1,1,2,0.44,0.4394,0.67,0.2537,0,19,19.0,2011,November,Monday,Fall,Cloudy/Mist,Yes,No,Night Time,Monday
7504,2011-11-14,4,0,11,6,0,1,1,2,0.44,0.4394,0.72,0.2239,10,104,114.0,2011,November,Monday,Fall,Cloudy/Mist,Yes,No,Morning Peak,Monday
7505,2011-11-14,4,0,11,7,0,1,1,1,0.44,0.4394,0.72,0.2537,11,311,322.0,2011,November,Monday,Fall,Clear,Yes,No,Morning Peak,Monday
7506,2011-11-14,4,0,11,8,0,1,1,2,0.46,0.4545,0.67,0.194,27,425,452.0,2011,November,Monday,Fall,Cloudy/Mist,Yes,No,Morning Peak,Monday
7507,2011-11-14,4,0,11,9,0,1,1,2,0.48,0.4697,0.67,0.3284,29,204,233.0,2011,November,Monday,Fall,Cloudy/Mist,Yes,No,Morning Peak,Monday
7508,2011-11-14,4,0,11,10,0,1,1,2,0.5,0.4848,0.63,0.2836,26,85,111.0,2011,November,Monday,Fall,Cloudy/Mist,Yes,No,Day Time,Monday
7509,2011-11-14,4,0,11,11,0,1,1,2,0.54,0.5152,0.6,0.2836,22,106,128.0,2011,November,Monday,Fall,Cloudy/Mist,Yes,No,Day Time,Monday
7510,2011-11-14,4,0,11,12,0,1,1,1,0.56,0.5303,0.56,0.2985,36,166,202.0,2011,November,Monday,Fall,Clear,Yes,No,Day Time,Monday
7511,2011-11-14,4,0,11,13,0,1,1,1,0.6,0.6212,0.49,0.3881,50,153,203.0,2011,November,Monday,Fall,Clear,Yes,No,Day Time,Monday
7512,2011-11-14,4,0,11,14,0,1,1,1,0.62,0.6212,0.46,0.4478,47,138,185.0,2011,November,Monday,Fall,Clear,Yes,No,Day Time,Monday
7513,2011-11-14,4,0,11,15,0,1,1,1,0.64,0.6212,0.44,0.3284,53,142,195.0,2011,November,Monday,Fall,Clear,Yes,No,Day Time,Monday
7514,2011-11-14,4,0,11,16,0,1,1,1,0.62,0.6212,0.46,0.4179,51,264,315.0,2011,November,Monday,Fall,Clear,Yes,No,Evening Peak,Monday
7515,2011-11-14,4,0,11,17,0,1,1,1,0.62,0.6212,0.46,0.2537,55,464,519.0,2011,November,Monday,Fall,Clear,Yes,No,Evening Peak,Monday
7516,2011-11-14,4,0,11,18,0,1,1,1,0.56,0.5303,0.56,0.2836,29,460,489.0,2011,November,Monday,Fall,Clear,Yes,No,Evening Peak,Monday
7517,2011-11-14,4,0,11,19,0,1,1,1,0.6,0.6212,0.53,0.2985,28,274,302.0,2011,November,Monday,Fall,Clear,Yes,No,Evening Peak,Monday
7518,2011-11-14,4,0,11,20,0,1,1,1,0.6,0.6212,0.53,0.3582,30,210,240.0,2011,November,Monday,Fall,Clear,Yes,No,Night Time,Monday
7519,2011-11-14,4,0,11,21,0,1,1,1,0.6,0.6212,0.53,0.3582,37,176,213.0,2011,November,Monday,Fall,Clear,Yes,No,Night Time,Monday
7520,2011-11-14,4,0,11,22,0,1,1,1,0.58,0.5455,0.56,0.3582,17,96,113.0,2011,November,Monday,Fall,Clear,Yes,No,Night Time,Monday
7521,2011-11-14,4,0,11,23,0,1,1,1,0.56,0.5303,0.64,0.2985,13,48,61.0,2011,November,Monday,Fall,Clear,Yes,No,Night Time,Monday
7522,2011-11-15,4,0,11,0,0,2,1,1,0.56,0.5303,0.64,0.3582,7,15,22.0,2011,November,Tuesday,Fall,Clear,Yes,No,Night Time,Tuesday
7523,2011-11-15,4,0,11,1,0,2,1,1,0.56,0.5303,0.6,0.2985,5,5,10.0,2011,November,Tuesday,Fall,Clear,Yes,No,Night Time,Tuesday
7524,2011-11-15,4,0,11,2,0,2,1,1,0.56,0.5303,0.64,0.2537,7,8,15.0,2011,November,Tuesday,Fall,Clear,Yes,No,Night Time,Tuesday
7525,2011-11-15,4,0,11,3,0,2,1,2,0.54,0.5152,0.68,0.3284,0,4,4.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Night Time,Tuesday
7526,2011-11-15,4,0,11,4,0,2,1,1,0.56,0.5303,0.64,0.2985,1,6,7.0,2011,November,Tuesday,Fall,Clear,Yes,No,Night Time,Tuesday
7527,2011-11-15,4,0,11,5,0,2,1,1,0.54,0.5152,0.68,0.2836,2,26,28.0,2011,November,Tuesday,Fall,Clear,Yes,No,Night Time,Tuesday
7528,2011-11-15,4,0,11,6,0,2,1,2,0.56,0.5303,0.64,0.0896,4,104,108.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Morning Peak,Tuesday
7529,2011-11-15,4,0,11,7,0,2,1,2,0.54,0.5152,0.68,0.1642,21,298,319.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Morning Peak,Tuesday
7530,2011-11-15,4,0,11,8,0,2,1,2,0.54,0.5152,0.68,0.1045,27,453,480.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Morning Peak,Tuesday
7531,2011-11-15,4,0,11,9,0,2,1,2,0.56,0.5303,0.64,0.0896,26,174,200.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Morning Peak,Tuesday
7532,2011-11-15,4,0,11,10,0,2,1,2,0.56,0.5303,0.64,0.2836,23,115,138.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Day Time,Tuesday
7533,2011-11-15,4,0,11,11,0,2,1,2,0.56,0.5303,0.64,0.194,18,116,134.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Day Time,Tuesday
7534,2011-11-15,4,0,11,12,0,2,1,2,0.54,0.5152,0.68,0.0,28,148,176.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Day Time,Tuesday
7535,2011-11-15,4,0,11,13,0,2,1,3,0.54,0.5152,0.6,0.2239,21,132,153.0,2011,November,Tuesday,Fall,Light Rain/Snow,Yes,No,Day Time,Tuesday
7536,2011-11-15,4,0,11,14,0,2,1,2,0.54,0.5152,0.6,0.2836,27,120,147.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Day Time,Tuesday
7537,2011-11-15,4,0,11,15,0,2,1,2,0.54,0.5152,0.6,0.1343,36,155,191.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Day Time,Tuesday
7538,2011-11-15,4,0,11,16,0,2,1,2,0.52,0.5,0.68,0.1343,31,240,271.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Evening Peak,Tuesday
7539,2011-11-15,4,0,11,17,0,2,1,2,0.5,0.4848,0.72,0.194,29,422,451.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Evening Peak,Tuesday
7540,2011-11-15,4,0,11,18,0,2,1,2,0.5,0.4848,0.72,0.2836,27,414,441.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Evening Peak,Tuesday
7541,2011-11-15,4,0,11,19,0,2,1,2,0.5,0.4848,0.72,0.3582,27,259,286.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Evening Peak,Tuesday
7542,2011-11-15,4,0,11,20,0,2,1,2,0.48,0.4697,0.82,0.1343,26,212,238.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Night Time,Tuesday
7543,2011-11-15,4,0,11,21,0,2,1,2,0.5,0.4848,0.77,0.0896,23,145,168.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Night Time,Tuesday
7544,2011-11-15,4,0,11,22,0,2,1,2,0.46,0.4545,0.88,0.1045,19,109,128.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Night Time,Tuesday
7545,2011-11-15,4,0,11,23,0,2,1,2,0.46,0.4545,0.94,0.1045,14,66,80.0,2011,November,Tuesday,Fall,Cloudy/Mist,Yes,No,Night Time,Tuesday
7546,2011-11-16,4,0,11,0,0,3,1,2,0.46,0.4545,0.94,0.0,5,26,31.0,2011,November,Wednesday,Fall,Cloudy/Mist,Yes,No,Night Time,Wednesday
7547,2011-11-16,4,0,11,1,0,3,1,3,0.46,0.4545,0.94,0.0896,0,5,5.0,2011,November,Wednesday,Fall,Light Rain/Snow,Yes,No,Night Time,Wednesday
7548,2011-11-16,4,0,11,2,0,3,1,2,0.46,0.4545,0.94,0.1045,4,6,10.0,2011,November,Wednesday,Fall,Cloudy/Mist,Yes,No,Night Time,Wednesday
7549,2011-11-16,4,0,11,3,0,3,1,2,0.46,0.4545,0.94,0.1045,2,3,5.0,2011,November,Wednesday,Fall,Cloudy/Mist,Yes,No,Night Time,Wednesday
7550,2011-11-16,4,0,11,4,0,3,1,2,0.44,0.4394,1.0,0.2239,1,3,4.0,2011,November,Wednesday,Fall,Cloudy/Mist,Yes,No,Night Time,Wednesday
7551,2011-11-16,4,0,11,5,0,3,1,3,0.46,0.4545,0.94,0.1045,0,13,13.0,2011,November,Wednesday,Fall,Light Rain/Snow,Yes,No,Night Time,Wednesday
7552,2011-11-16,4,0,11,6,0,3,1,2,0.46,0.4545,0.94,0.0896,4,52,56.0,2011,November,Wednesday,Fall,Cloudy/Mist,Yes,No,Morning Peak,Wednesday
7553,2011-11-16,4,0,11,7,0,3,1,3,0.46,0.4545,0.94,0.0,7,130,137.0,2011,November,Wednesday,Fall,Light Rain/Snow,Yes,No,Morning Peak,Wednesday
7554,2011-11-16,4,0,11,8,0,3,1,3,0.46,0.4545,0.94,0.0,9,223,232.0,2011,November,Wednesday,Fall,Light Rain/Snow,Yes,No,Morning Peak,Wednesday
7555,2011-11-16,4,0,11,9,0,3,1,3,0.46,0.4545,0.94,0.0,5,77,82.0,2011,November,Wednesday,Fall,Light Rain/Snow,Yes,No,Morning Peak,Wednesday
7556,2011-11-16,4,0,11,10,0,3,1,3,0.46,0.4545,0.94,0.0,4,32,36.0,2011,November,Wednesday,Fall,Light Rain/Snow,Yes,No,Day Time,Wednesday
7557,2011-11-16,4,0,11,11,0,3,1,3,0.46,0.4545,0.94,0.0896,7,53,60.0,2011,November,Wednesday,Fall,Light Rain/Snow,Yes,No,Day Time,Wednesday
7558,2011-11-16,4,0,11,12,0,3,1,3,0.46,0.4545,1.0,0.0,5,49,54.0,2011,November,Wednesday,Fall,Light Rain/Snow,Yes,No,Day Time,Wednesday
7559,2011-11-16,4,0,11,13,0,3,1,3,0.46,0.4545,0.94,0.1343,6,52,58.0,2011,November,Wednesday,Fall,Light Rain/Snow,Yes,No,Day Time,Wednesday
7560,2011-11-16,4,0,11,14,0,3,1,2,0.46,0.4545,1.0,0.1343,12,49,61.0,2011,November,Wednesday,Fall,Cloudy/Mist,Yes,No,Day Time,Wednesday
7561,2011-11-16,4,0,11,15,0,3,1,3,0.48,0.4697,0.94,0.1045,16,50,66.0,2011,November,Wednesday,Fall,Light Rain/Snow,Yes,No,Day Time,Wednesday
7562,2011-11-16,4,0,11,16,0,3,1,3,0.48,0.4697,0.94,0.1045,13,110,123.0,2011,November,Wednesday,Fall,Light Rain/Snow,Yes,No,Evening Peak,Wednesday
7563,2011-11-16,4,0,11,17,0,3,1,2,0.48,0.4697,0.88,0.194,17,216,233.0,2011,November,Wednesday,Fall,Cloudy/Mist,Yes,No,Evening Peak,Wednesday
7564,2011-11-16,4,0,11,18,0,3,1,3,0.46,0.4545,0.88,0.3881,13,176,189.0,2011,November,Wednesday,Fall,Light Rain/Snow,Yes,No,Evening Peak,Wednesday
7565,2011-11-16,4,0,11,19,0,3,1,3,0.46,0.4545,0.88,0.3881,3,108,111.0,2011,November,Wednesday,Fall,Light Rain/Snow,Yes,No,Evening Peak,Wednesday
7566,2011-11-16,4,0,11,20,0,3,1,3,0.44,0.4394,0.88,0.3881,5,94,99.0,2011,November,Wednesday,Fall,Light Rain/Snow,Yes,No,Night Time,Wednesday
7567,2011-11-16,4,0,11,21,0,3,1,3,0.44,0.4394,0.88,0.2836,3,72,75.0,2011,November,Wednesday,Fall,Light Rain/Snow,Yes,No,Night Time,Wednesday
7568,2011-11-16,4,0,11,22,0,3,1,3,0.42,0.4242,0.88,0.2239,1,45,46.0,2011,November,Wednesday,Fall,Light Rain/Snow,Yes,No,Night Time,Wednesday
7569,2011-11-16,4,0,11,23,0,3,1,3,0.42,0.4242,0.88,0.1343,3,28,31.0,2011,November,Wednesday,Fall,Light Rain/Snow,Yes,No,Night Time,Wednesday
7570,2011-11-17,4,0,11,0,0,4,1,2,0.42,0.4242,0.88,0.2537,2,22,24.0,2011,November,Thursday,Fall,Cloudy/Mist,Yes,No,Night Time,Thursday
7571,2011-11-17,4,0,11,1,0,4,1,2,0.42,0.4242,0.82,0.1642,0,5,5.0,2011,November,Thursday,Fall,Cloudy/Mist,Yes,No,Night Time,Thursday
7572,2011-11-17,4,0,11,2,0,4,1,2,0.42,0.4242,0.82,0.2239,0,5,5.0,2011,November,Thursday,Fall,Cloudy/Mist,Yes,No,Night Time,Thursday
7573,2011-11-17,4,0,11,3,0,4,1,2,0.42,0.4242,0.77,0.3284,0,3,3.0,2011,November,Thursday,Fall,Cloudy/Mist,Yes,No,Night Time,Thursday
7574,2011-11-17,4,0,11,4,0,4,1,2,0.4,0.4091,0.62,0.4179,1,3,4.0,2011,November,Thursday,Fall,Cloudy/Mist,Yes,No,Night Time,Thursday
7575,2011-11-17,4,0,11,5,0,4,1,3,0.34,0.303,0.71,0.3284,1,21,22.0,2011,November,Thursday,Fall,Light Rain/Snow,Yes,No,Night Time,Thursday
7576,2011-11-17,4,0,11,6,0,4,1,3,0.36,0.3485,0.57,0.2239,3,72,75.0,2011,November,Thursday,Fall,Light Rain/Snow,Yes,No,Morning Peak,Thursday
7577,2011-11-17,4,0,11,7,0,4,1,3,0.34,0.3182,0.61,0.2836,4,164,168.0,2011,November,Thursday,Fall,Light Rain/Snow,Yes,No,Morning Peak,Thursday
7578,2011-11-17,4,0,11,8,0,4,1,3,0.34,0.303,0.61,0.2985,12,343,355.0,2011,November,Thursday,Fall,Light Rain/Snow,Yes,No,Morning Peak,Thursday
7579,2011-11-17,4,0,11,9,0,4,1,2,0.34,0.303,0.61,0.3284,14,184,198.0,2011,November,Thursday,Fall,Cloudy/Mist,Yes,No,Morning Peak,Thursday
7580,2011-11-17,4,0,11,10,0,4,1,2,0.34,0.303,0.61,0.3284,7,74,81.0,2011,November,Thursday,Fall,Cloudy/Mist,Yes,No,Day Time,Thursday
7581,2011-11-17,4,0,11,11,0,4,1,3,0.32,0.303,0.66,0.3284,4,93,97.0,2011,November,Thursday,Fall,Light Rain/Snow,Yes,No,Day Time,Thursday
7582,2011-11-17,4,0,11,12,0,4,1,2,0.34,0.303,0.53,0.2985,6,115,121.0,2011,November,Thursday,Fall,Cloudy/Mist,Yes,No,Day Time,Thursday
7583,2011-11-17,4,0,11,13,0,4,1,2,0.34,0.303,0.49,0.4478,15,109,124.0,2011,November,Thursday,Fall,Cloudy/Mist,Yes,No,Day Time,Thursday
7584,2011-11-17,4,0,11,14,0,4,1,2,0.34,0.303,0.49,0.3881,5,105,110.0,2011,November,Thursday,Fall,Cloudy/Mist,Yes,No,Day Time,Thursday
7585,2011-11-17,4,0,11,15,0,4,1,2,0.34,0.303,0.49,0.4478,10,106,116.0,2011,November,Thursday,Fall,Cloudy/Mist,Yes,No,Day Time,Thursday
7586,2011-11-17,4,0,11,16,0,4,1,1,0.32,0.2879,0.39,0.4179,8,187,195.0,2011,November,Thursday,Fall,Clear,Yes,No,Evening Peak,Thursday
7587,2011-11-17,4,0,11,17,0,4,1,1,0.32,0.2879,0.42,0.3881,20,379,399.0,2011,November,Thursday,Fall,Clear,Yes,No,Evening Peak,Thursday
7588,2011-11-17,4,0,11,18,0,4,1,1,0.32,0.3182,0.39,0.194,9,298,307.0,2011,November,Thursday,Fall,Clear,Yes,No,Evening Peak,Thursday
7589,2011-11-17,4,0,11,19,0,4,1,1,0.3,0.2879,0.45,0.2239,7,210,217.0,2011,November,Thursday,Fall,Clear,Yes,No,Evening Peak,Thursday
7590,2011-11-17,4,0,11,20,0,4,1,1,0.3,0.2879,0.42,0.2836,7,162,169.0,2011,November,Thursday,Fall,Clear,Yes,No,Night Time,Thursday
7591,2011-11-17,4,0,11,21,0,4,1,1,0.3,0.2879,0.42,0.2537,3,113,116.0,2011,November,Thursday,Fall,Clear,Yes,No,Night Time,Thursday
7592,2011-11-17,4,0,11,22,0,4,1,1,0.26,0.2424,0.52,0.2537,1,83,84.0,2011,November,Thursday,Fall,Clear,Yes,No,Night Time,Thursday
7593,2011-11-17,4,0,11,23,0,4,1,1,0.26,0.2576,0.52,0.2239,0,58,58.0,2011,November,Thursday,Fall,Clear,Yes,No,Night Time,Thursday
7594,2011-11-18,4,0,11,0,0,5,1,1,0.26,0.2576,0.48,0.1642,2,28,30.0,2011,November,Friday,Fall,Clear,Yes,No,Night Time,Friday
7595,2011-11-18,4,0,11,1,0,5,1,1,0.26,0.2273,0.44,0.3284,0,10,10.0,2011,November,Friday,Fall,Clear,Yes,No,Night Time,Friday
7596,2011-11-18,4,0,11,2,0,5,1,1,0.24,0.2273,0.44,0.2239,2,8,10.0,2011,November,Friday,Fall,Clear,Yes,No,Night Time,Friday
7597,2011-11-18,4,0,11,3,0,5,1,1,0.24,0.2121,0.41,0.2836,0,2,2.0,2011,November,Friday,Fall,Clear,Yes,No,Night Time,Friday
7598,2011-11-18,4,0,11,4,0,5,1,1,0.22,0.2273,0.44,0.1642,0,5,5.0,2011,November,Friday,Fall,Clear,Yes,No,Night Time,Friday
7599,2011-11-18,4,0,11,5,0,5,1,1,0.22,0.2273,0.44,0.1343,0,22,22.0,2011,November,Friday,Fall,Clear,Yes,No,Night Time,Friday
7600,2011-11-18,4,0,11,6,0,5,1,1,0.22,0.2576,0.44,0.0896,1,70,71.0,2011,November,Friday,Fall,Clear,Yes,No,Morning Peak,Friday
7601,2011-11-18,4,0,11,7,0,5,1,1,0.22,0.2273,0.44,0.1642,5,211,216.0,2011,November,Friday,Fall,Clear,Yes,No,Morning Peak,Friday
7602,2011-11-18,4,0,11,8,0,5,1,1,0.22,0.2273,0.44,0.194,6,369,375.0,2011,November,Friday,Fall,Clear,Yes,No,Morning Peak,Friday
7603,2011-11-18,4,0,11,9,0,5,1,1,0.26,0.2576,0.41,0.194,6,207,213.0,2011,November,Friday,Fall,Clear,Yes,No,Morning Peak,Friday
7604,2011-11-18,4,0,11,10,0,5,1,1,0.26,0.2424,0.41,0.2836,10,105,115.0,2011,November,Friday,Fall,Clear,Yes,No,Day Time,Friday
7605,2011-11-18,4,0,11,11,0,5,1,1,0.3,0.303,0.36,0.1343,18,122,140.0,2011,November,Friday,Fall,Clear,Yes,No,Day Time,Friday
7606,2011-11-18,4,0,11,12,0,5,1,1,0.32,0.3333,0.33,0.0,22,143,165.0,2011,November,Friday,Fall,Clear,Yes,No,Day Time,Friday
7607,2011-11-18,4,0,11,13,0,5,1,1,0.34,0.3182,0.31,0.2239,31,146,177.0,2011,November,Friday,Fall,Clear,Yes,No,Day Time,Friday
7608,2011-11-18,4,0,11,14,0,5,1,1,0.34,0.3333,0.31,0.1343,31,123,154.0,2011,November,Friday,Fall,Clear,Yes,No,Day Time,Friday
7609,2011-11-18,4,0,11,15,0,5,1,1,0.34,0.3333,0.29,0.1343,27,151,178.0,2011,November,Friday,Fall,Clear,Yes,No,Day Time,Friday
7610,2011-11-18,4,0,11,16,0,5,1,1,0.34,0.3333,0.29,0.1343,19,190,209.0,2011,November,Friday,Fall,Clear,Yes,No,Evening Peak,Friday
